Iteration,Run,Score,Time,Ticks,
0,0,70551.7064398828,38.571,90179020,
1,0,69013.0729227298,254.35,594658632,
2,0,68885.4878979764,508.782,1189507006,
3,0,67461.4464474496,1249.517,2921308207,
4,0,67767.3419944328,1626.766,3803296841,
5,0,66667.9731545,3011.507,7040750012,
6,0,66438.7922166783,4366.059,10207624970,
7,0,66397.381771014,5761.938,13471117616,
8,0,66178.974229882,7630.142,17838883659,
9,0,65783.166465793,9327.514,21807252418,
