State,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,
8,0.00014166194891404,0.00232177219393594,0.00139312045326141,0.000743800345455065,0.00784847840099557,5.16377490519615E-06,0.00527350345268815,0.00680213366157,0.0162264234412827,0.000705401416715546,0.0502246587037396,8.36167143878387E-05,0.361188476613981,0.000922705022076876,4.46321834242021E-06,0.00436976770643423,0.00503001626599626,0.379886361999273,1.90547671381506E-09,0.215365296319928,0.0011056541200879,0.0350929067139227,0.00395197854560697,0.00296821896958674,0.0109899138376882,0.0228133645215735,0.00324598503372339,0.167424671584669,0.00236107959883979,0.000130830153764753,3.49701121255803E-07,0.0473419921011739,0.371523309746027,0.0135329870686558,0.00312675119786185,0.369637970494095,0.000184770399238589,0.0467459372277283,0.00854761757215492,0.00421314255572051,4.62622114920117E-05,0.017543603630638,0.00525258217618959,0.00306978221342423,3.91158538528453E-06,1.25173839313844E-05,0.00794779256845516,0.0120838206899284,0.00613761062892429,0.0123074360912849,0.000170831324281515,1.34596787341916E-09,0.000710116813660225,0.0169432536021069,0.0917095225575545,0.00189705372655183,0.0357636872876969,0.000212274814400107,0.024615860998456,5.27503086556955E-05,
9,3.4838702473431E-05,0.00250068603926249,0.000330011704579117,0.0263987532944284,0.000816690537419841,0.00291229950160671,0.0115242740511754,0.0203005119117395,0.0115354226515765,0.0273363154183296,0.00606776890290082,0.0674007748080579,8.64649126754037E-05,0.000496103766005136,0.0257095570866683,0.00313013885534156,0.00227093350009101,0.00100940058693354,0.100652273621572,0.000873054364008998,0.0141944063116757,0.00532921357620093,0.000159059306426416,0.011719334951662,0.00525752740893396,0.000100003875535822,0.0123858467576499,0.000773024697107813,0.0153463548201987,0.000556577538818221,0.000209936260816091,0.0105207111559908,0.0121172393685362,0.00010372854432843,0.00265566337541583,0.00542539764877181,0.00504652500993868,0.000297282706340595,0.000525595679595379,3.27870428244903E-05,0.000727908479183723,0.00676771596225382,0.000608831395594998,0.000106396740757113,5.91761644321644E-07,0.00976145921928893,0.000425022858174549,0.0371978209842758,0.00810943445442354,8.20558271177061E-06,0.000973274587352375,0.00324369825856291,0.00328378391656795,0.00124331808993666,0.00375738757763717,0.00232108248056202,0.00136020070754026,0.000131669555284565,0.00130847887462169,1.20045580282794E-06,
10,3.71706463863731E-06,4.1665501899565E-05,0.00148227765676401,0.00165708149298451,1.38437597816496E-05,0.00202697082130454,0.00745656111508653,0.00109199821009925,0.00159378077275007,0.00808293583915486,0.00371373052625764,0.0125224138113597,0.000529301343856504,0.000788667161607951,0.0492491942681716,0.00182761789603287,0.000199091899639396,0.00335265932818711,0.00278245926894716,5.69052324221896E-05,0.058233773206942,0.00221965050307221,0.00119873054348572,0.0446081592196402,0.220993038616367,8.22916221793655E-06,0.00318524350871629,0.00349756124454727,0.0116149735899365,4.45551291118308E-05,0.00843457006048224,0.00726552663777614,0.000829729943957295,6.40565364019911E-05,0.00436738398393911,0.00131979383829189,0.000474106722723337,4.66504777078607E-05,0.000780534131110048,0.000607896548192708,4.47475964456873E-06,0.00380900184708073,0.000710943654239281,0.000286808109529966,9.46204045551175E-07,0.219820919536618,2.98298871407378E-06,0.128224848747945,0.000836282110115551,0.000527785275171706,1.19889509119943E-05,0.0839994153435054,9.48130431094567E-05,0.000776832593584388,0.000107888146540942,0.0213907756190017,0.00166589865890344,2.01430826729216E-09,0.000222460899307815,0.000484506671347176,
11,1.32764288279183E-08,4.64677019126881E-06,4.30787095674803E-05,0.00684029747142813,0.00415955824671986,0.081134115864899,0.0392175707944086,0.000733082545650959,9.26794277155386E-06,7.6477768315361E-05,0.0229392345867279,5.69190953141777E-05,9.14561534454861E-09,0.00676962792981711,2.85435133425093E-05,0.0060981911043758,0.00401475611490378,0.000181454158755544,0.0006490399338801,0.000702677516594452,7.35236570481489E-05,3.75872508375788E-05,0.000838275186797779,0.00236850323532589,1.50406202457494E-05,0.00133451619459026,5.91666221464931E-07,8.23070931449688E-05,0.000588250646322525,0.00133043311155346,0.00516176062137039,1.51245524601431E-05,0.000140978751928206,7.48938451409425E-06,0.0420203128702518,0.000172198073985448,0.000675378464502196,0.00152831516506773,1.9395717071423E-05,0.000392691588432197,0.0102536929049464,2.16195235079808E-06,3.32675853418975E-06,0.0379322751192357,0.0030171380946978,0.0193109959909693,3.01808732898037E-05,0.00698492434945923,2.88359376706907E-05,4.1295721468611E-06,2.32124402885124E-07,3.13618605948715E-07,0.000277231202171686,0.000121898966267211,0.000392817903027044,0.000952359768689696,1.81963092368682E-05,0.000240103843840873,8.98319937653072E-05,0.00986224947887012,
12,7.97691999113863E-07,0.0036079791999028,0.0245691184812487,0.00247489980696759,0.00928237322295152,0.0574516595007556,0.0236787065355267,2.87020838980544E-06,0.0392907462204332,0.000215302850716234,0.117676661569127,0.0153102103340961,2.79398291748745E-10,0.00645082023946752,2.43248444495278E-05,0.00131498541804195,3.44095151777185E-07,0.0324225573293636,0.184805144423952,3.73946664385078E-07,0.000576693420207033,0.000496475812334561,0.245891632760448,9.77204915366245E-05,5.13893772588861E-06,0.12822514206973,7.24936021892136E-08,0.0182116161557204,2.13210921465201E-05,1.9531394039687E-05,0.00183195628621558,1.49426311746934E-09,1.79807678719978E-08,0.0144207157343235,0.000139380221610252,1.84572033816603E-06,0.00157365799387462,0.000249190767932618,1.55598177593879E-05,0.00337656121907026,4.7869321101318E-06,0.0150637122739784,0.000158617326640003,0.000599227280119688,7.80036279646759E-06,3.0031853848305E-07,7.14903830113253E-05,2.90884242235166E-07,0.0335851394430948,6.29229366480598E-08,9.22576327593132E-07,4.23313172428811E-12,0.0118338275451647,0.0757634990792096,0.000148027233081969,0.172996669345565,0.175258402595157,8.1829929291887E-05,0.00777973674095676,0.000119122855104,
13,1.51077772461209E-05,0.609916601797418,0.00938023423821256,0.308283831634426,0.268764659030996,0.0875365245800002,0.000239866050534123,0.00167655753583981,0.0102008723736167,0.01547141400464,8.27163602445595E-05,0.00513133374812426,1.32838737186735E-07,0.000567277460774789,0.122128522255143,0.00218548757974553,5.01860758253651E-07,6.19096584934782E-05,0.000309107108345573,1.66059049599802E-05,0.00114325989430339,0.034093855642077,2.9273764433482E-05,3.49193749331151E-05,1.34277698097162E-11,1.93600693679504E-05,0.00818663788309348,2.68400031497572E-05,0.107853019318674,0.00228146084402311,6.00185985247053E-06,0.000722320337308047,0.000314792612298154,8.80869766377643E-05,0.0190757131577374,0.00139767154755025,6.07797952079113E-05,0.00244730759782064,1.05825224330609E-05,4.32910380469202E-05,0.0524386147393464,0.000326005509308544,0.000394839170943517,0.000656792169172197,1.15017840115393E-14,2.9363248493892E-07,0.000872008614242398,1.85605865574795E-06,0.00459015010830159,1.53475841777993E-06,0.00164844685692173,0.000775375195673854,0.34578888498422,0.000211424769294257,0.0247130744845866,0.00469668636459452,0.00243361066495314,0.00120961077893597,0.00495446878554167,6.41004406537449E-08,
14,1.65308787013069E-05,0.000195251817306738,0.000368261390859437,0.00137261414222744,0.000485637061287381,0.00110257634443481,0.000177994751134302,0.0376525798215771,0.0222928700155685,0.00709785130875722,0.0609145989736483,0.000409562032197824,0.00267065192829314,0.000224251680933437,4.28633930895195E-06,0.0247560592616203,0.0155281514756876,0.126968093789652,7.2515400708748E-06,0.0322398951466885,0.00638326936312871,0.00950391702403304,0.000379103526831738,0.0300210803318919,0.0254265797212767,4.15808577575783E-05,0.000647021963248663,0.0226122694382004,0.0148256318069281,0.00553453888053598,1.91631728928885E-07,0.0441976984893782,0.0213053010052442,0.000171145270357327,0.0129301720630307,0.00330667984865744,7.41144003881798E-06,0.0182239222107074,0.00161255208702199,0.00312886936949475,0.000494524576725841,0.000291517210836044,0.00124029036173107,0.000276996808316299,0.223154949598578,9.09501143195606E-05,0.0010622502362748,0.417275002636406,0.0204400302630293,9.66382314618464E-05,0.000148879803279226,3.58328661171927E-11,0.00229564927667111,0.0149330392668235,0.00913849828718361,0.0261672905151724,0.00815509507467777,6.1204459241462E-05,0.0108778916558304,2.2853438480301E-07,
15,0.000530078896548501,0.0138392487922067,0.00012346605567782,0.0498538675769597,0.00894057421066297,0.0188779080901763,0.000317476624880336,0.0046015006561629,0.0050667920167517,0.00302302753757386,9.75108698213203E-05,0.0115031840587545,5.3089409175696E-05,0.000826468837898765,0.0226846490648614,0.00119095513998673,0.000590775756944354,0.00024302388608994,2.12142481734789E-05,0.000382890233960465,0.00549917557157223,0.000824102386458073,0.000127755950313749,0.000303748581835706,7.23853754135081E-06,0.000218417517402023,0.0636523590956132,7.83479023685442E-06,0.0492912678091535,3.4788216375333E-05,0.000101893819676714,0.00991414161370086,0.00867769930046672,6.81443450997458E-05,0.0155011822432341,0.00604106038883622,0.000704389598607338,0.00495906792770739,0.00646744252490431,0.00100683724703314,0.00205811544416251,0.00306023582179824,0.00108023528156911,2.14513945112313E-05,2.4691432974236E-12,0.000736355180971997,0.00727264478998939,0.00609954118512748,0.00604430525240517,0.000701742117719796,0.0130815492205593,0.0736300604662108,0.0152154609758338,0.00286710292445255,0.00753882872202306,0.0041075148652453,0.00145848645320954,9.13535983080793E-05,0.00243925237083228,1.22252398876436E-06,
16,0.0259890799565085,1.06853634758307E-05,0.000192625375463407,0.00570054178824642,0.000128491016307801,0.000134309834996857,6.64321476996365E-07,0.000963695087132621,0.00656290036965675,0.000562501617410437,0.000852001910848999,0.000353562476549563,2.19785460833343E-06,0.0132559447064125,0.00690737342677674,0.0214069309411714,0.0863670841399832,0.000427665723902944,1.36352751585343E-06,0.000125023218203092,0.00108901703726441,0.003179319289073,0.00246605844934765,0.0026864776541063,0.000768734011515451,0.00952454269270719,0.00566108854162391,0.00375612660867293,0.000143219692301714,0.000508259688199479,0.0440250324569677,0.000416102976451508,0.00081064053194672,3.34131690263702E-05,0.00175733311542076,0.00294082067719409,4.21190754043768E-05,0.0182560929675251,0.0175389654439755,0.00825625294180426,0.00402996348457731,0.00836431833186066,0.00361235561841619,3.48296135024436E-05,7.07149941770721E-10,0.00060302454094121,0.108855295853008,8.18739264037291E-05,0.0172379324087558,2.97254412998752E-07,0.266228024664213,5.00196789913306E-05,0.000600871722722533,0.00120638756265741,0.0042348800236789,0.0189249132078216,0.000812938932727255,8.42598073724798E-06,0.071976630987521,1.38788666112273E-07,
17,0.000795521881287739,9.06883955061592E-05,0.000918662875402973,0.00384994200307042,0.00926819335354541,0.000809568988282004,0.00119113433892294,0.0831764947508706,0.0120134362723428,0.0193687980385978,0.0299577339745429,0.000204211072594632,0.00229224277716656,0.00196357443921492,4.43248853570319E-05,0.00307604178694609,0.00727111365592524,0.10283337084419,1.00607554487666E-08,0.00151300016358231,0.00181710042021164,0.000430909659156892,0.000529630491695383,0.0188589694279781,0.00461539697484427,0.000207676116044852,4.51893776721605E-05,0.0507704875750181,0.000378729150096351,0.000120278606203918,1.33181966705713E-05,0.00317856849231174,0.0143181536808382,0.0888690163732473,0.00625876626751364,0.0368140645232,0.0188635669071488,0.0667178770904761,0.000189117100167669,6.3710206477594E-05,0.000246403403580632,0.0748363167397995,0.00107953856424679,5.30786317546635E-05,7.91687666419592E-07,3.50727191351727E-05,0.00383123746592058,0.000127049302351658,0.0104551483104837,4.57900148780037E-05,0.000855161270280834,2.99619483085559E-10,0.00174693672383139,0.077527345718971,0.0190894067208588,0.00126506052624285,0.0022423779907703,0.00133376041112397,0.0209715656918218,7.70164395171034E-09,
18,3.36150963544867E-09,5.41543507140908E-08,4.93631268560718E-10,0.000237967971829874,0.0251517549083646,0.409248706940006,0.113660835229086,0.000322641624132755,1.78326352926226E-07,0.000283122702816388,0.00508178243773395,2.29732548925378E-06,7.04958282878148E-16,0.0246727175982877,1.11006173603851E-05,0.325283841724408,0.0391751799078922,6.84935549582459E-05,6.05116456498245E-09,0.000135867882357447,1.00931146281835E-07,1.12238199220092E-05,1.03712310030486E-07,0.000851277843278562,3.98943635504359E-05,3.38389790215871E-05,5.26140138028136E-05,7.95081161228614E-07,2.67572774093549E-06,0.0224084954863216,1.40956491114386E-06,5.99232080631785E-06,4.65816673360606E-05,0.0043875688282024,0.00506917865281891,0.000377710265369183,7.51454612516364E-06,0.0707084817718024,0.0253161955246586,0.00895907307190879,0.0307494572392148,1.74880445939159E-12,4.32086784946702E-06,0.083531950346132,0.0105980414017827,0.0420755451481648,0.000220353377623522,0.000189515041992647,0.000189178484169298,6.30875892835962E-08,1.70827570475902E-07,2.53750000650125E-07,1.42965819138201E-06,2.85741801117534E-05,0.000247837119252908,0.00280779064816775,0.000124791824360115,0.0106242696007939,5.51902558329871E-05,0.266220678070423,
19,1.89338495369773E-05,4.64020971257031E-06,0.000496881341563277,0.0203140302014972,0.0213821922405785,0.000380517446347957,0.000757392275017115,0.00948678754329273,0.0752810068785262,0.00536831748203723,0.0232074985950868,0.000508035937944457,8.87605549333039E-06,0.0363343659353769,0.00184176079951679,0.0351336437794791,0.0148145552525055,8.57480994268122E-05,5.72781157178615E-06,0.00158959953146573,0.000979074462729236,0.00535377298292964,0.0191199489127706,0.00119618480140029,0.000329008826520646,0.0110683635126697,0.0110310344812401,2.06614187009554E-05,0.0014792103983538,0.000167888421683366,0.00249158922194024,0.00778245669682756,0.000621138919709365,0.00103858279635852,0.012331007919459,0.0101308128422731,1.08970915800449E-08,0.0200448301192775,0.000380906423648821,0.0108099614661279,0.00366038778368356,0.0251585222998698,0.000487245929154515,0.00252066879245361,5.80257317651296E-09,2.62203741602222E-05,0.01936874833695,0.000400095770250271,0.0202288191597632,3.39267138604952E-06,0.00941116386281626,0.00108553875164591,0.00245736649957011,0.0304711503837871,0.00462126994200367,0.0106299459074878,0.00350195874397844,0.00188459095024915,0.0322233317450276,9.01499193582327E-06,
20,2.578307937247E-06,1.21025693889081E-05,1.77043101057589E-06,0.0106077465158888,0.0032922090791131,0.025406762883926,0.0235360218309673,0.00458388472133842,0.00102565716366336,0.00428178673355049,0.00804533633161236,0.00456986274488433,2.10270098585295E-09,0.012894109938486,2.07800399846352E-05,0.0277706060577766,0.0156910499688926,0.00660748057688345,6.02660362288553E-05,0.000648962667146929,1.23966038600956E-05,0.00234238571833187,0.000109909171097253,0.0120112381886306,0.000783198913746044,0.000271899627344539,0.00295470323703969,4.86716158469206E-05,0.00122402065237319,0.000638080625441761,0.000502111236306197,0.000976242065034366,0.00131829049265761,0.000423356012497569,0.0449489839296932,0.00285345685325962,0.0141099498025781,0.012609056744875,0.0137175411906098,0.00949448407100398,0.0230715654885035,1.05136158493653E-05,0.00035108167795686,0.00363359767189258,5.39824986452804E-06,0.00173744784424655,0.000739548385416316,0.000687603644561651,0.0223146029955606,6.53171124749751E-06,7.19979438661013E-06,2.09071122843865E-05,0.00535620403010673,0.0046252637667431,0.00168151190733642,0.0256876333404257,0.00441410515439872,0.0589356564760637,0.00216075007309456,3.58577349852189E-05,
21,2.22016805295442E-05,0.000362743358517935,1.96658473817261E-05,0.00336881010380514,0.00255529632775012,0.00375804481953548,0.000158293964274145,0.0976711767729603,0.00361263407933992,0.0303492450429902,0.0883591595889428,0.00183840726094926,0.000123316463822919,0.000269487702666886,0.000311718200293723,0.00320105493526582,0.0010409096171878,0.00118721625038013,0.000203552981079706,0.000237474094848866,0.000727512086090566,0.00244742692051612,0.000605349588656364,0.0043336591728083,0.00225255616311866,5.82450170757239E-05,0.0020830276222881,0.00430459399185797,0.00858058416794861,0.00179431637129955,8.59167287867201E-06,0.00556833119887107,0.00790309170314192,9.31275061334812E-05,0.0315507957473705,0.00198259104464477,0.00297691466692407,0.000131271328783106,0.000781259234205698,0.00239700444598586,0.00195804465446506,0.00530188647416269,0.000474342094211178,0.000357023527514325,2.61526238223935E-05,0.000928301338739404,0.000133130133860046,0.00328394937270964,9.89077436516315E-05,1.35719249979281E-05,7.09415410810844E-05,2.2638629912647E-07,0.00256512202291477,0.00798798618311913,0.0014460062910968,0.00439255126635345,0.00171262863240218,0.000171664625012186,0.00243802615968018,5.40340624793387E-06,
