Iteration,Run,Score,Time,Ticks,
0,0,314488.563483774,170.85,1708504396,
1,0,298246.765860547,666.867,6668675148,
2,0,287663.037529857,1576.827,15768275577,
3,0,273277.809356385,3742.531,37425314110,
4,0,264334.107908837,4595.368,45953683103,
5,0,255527.537271273,7614.706,76147060010,
6,0,248791.938405682,8690.382,86903820606,
7,0,239535.842172304,11170.742,111707423534,
8,0,234843.055047701,16830.011,168300111337,
