Iteration,Run,Score,Time,Ticks,
0,0,56274.6601622921,46.64,136285831,
1,0,53377.8372870874,164.503,480687602,
2,0,51098.2695978947,412.77,1206137426,
3,0,50844.4904329991,699.528,2044056879,
4,0,49863.422656425,1102.863,3222623535,
5,0,50088.2456517629,1416.771,4139876632,
6,0,49898.8331882522,2053.106,5999279529,
7,0,50108.0406453787,2317.197,6770965647,
8,0,49827.5541320593,3476.291,10157897823,
9,0,49835.9226006554,3943.154,11522093881,
