Iteration,Run,Score,Time,Ticks,
0,0,95958.8174080628,193.577,452649956,
0,1,94366.0627147213,233.555,546132519,
0,2,97659.236300096,248.294,580597453,
0,3,96076.0216204351,268.716,628349964,
0,4,94131.5421528446,642.303,1501924228,
